autor,titlu,strofa,text
Ana Blandiana,Abia începusem să simt,2,"Cu fără de sfârșit zăpadă
Și-a tale-aripile trădate
De nemaicontenita nea.
Aș fi putut să te ating
Dar mi-era teamă să nu scutur
De pe făptura-ți nevăzută
Conturul nesperat de clar,
Aș fi putut să te învăț
Pe dinafară pentru clipa
Când, întețindu-se ninsoarea,
Vei dispărea cu spaimă iar..."
Ana Blandiana,A lovi,1,"Nu îmi e frică,
Dar nu știu: cum
Se ridică
Glasul, brațul cum
Se întinde să lovească?
Și când strâng pumnul
Trebuie să strâng
Și aripa-ngerească?
Și ca să scuip în obraz
Trebuie să adun
Salivă și ură
În loc de silabe."
Ana Blandiana,A lovi,2,"Și trebuie să-l împroșc
Pe cel mai de-aproape?
Aripa îmi sângeră
Și se despică
Între răzbunare
Și alibi:
Nu mi-e frică,
Dar mi
Se pare
Mai mare
Umilința de a lovi."
Ana Blandiana,Elegie de dimineață,1,"La început făgăduisem să tac, dar apoi, dimineața,
V-am văzut apărând cu cenușă în porți,
Semănând, cum se seamănă grâul, cenușa,
Și n-am mai putut, și-am strigat: Ce faceți? Ce faceți?
Pentru voi am nins toată noaptea deasupra orașului,
Pentru voi am albit toată noaptea; o, dacă
Ați pricepe ce greu e să ningi!
Aseară de cum v-ați culcat am ieșit în văzduh.
Era întuneric acolo și frig. Trebuia."
Ana Blandiana,Elegie de dimineață,2,"Să zbor până-n punctul unic în care
Vidul rotește în jurul lui sorii și-i stinge
Și eu trebuia să mai pâlpâi o clipă în unghiul acela
Ca să mă-ntorc ningând printre voi.
Orice fulg l-am gândit, cântărit, încercat,
Modelat, lustruit cu privirea,
Și acum cad de somn și de oboseală am febră.
Vă privesc semănând praful focului mort
Peste alba mea operă și zâmbind vă destănui."
Ana Blandiana,Elegie de dimineață,3,"Or să vină ninsori mult mai mari după mine
Și tot albul din lume va ninge pe voi,
Încercați să pricepeți legea lui de pe-acuma,
Or să vină uriașe ninsori după noi,
Și nu veți avea destulă cenușă,
Și copiii de mici învăța-vor să ningă,
Și-o să-acopere albul slaba voastră tăgadă,
Și intra-va pământul în rotirea de stele
Ca un astru arzând de zăpadă."
Ana Blandiana,Frunzele eu ți le-am dat,1,"Frunzele eu ți le-am dat.
Ți le cer.
Pământul din jurul tulpinii
Primit de la mine restituie-l.
Și seva.
Și posibilitatea de a înflori.
Tot ce ți-am dăruit cândva
Dă-mi înapoi,
Pentru că n-ai înțeles
Fluturii mei,
Pentru că nu te-ai bucurat îndeajuns
De frumoșii mei purtători ai sfârșitului."
Ana Blandiana,Am învățat să râdem,1,"Am învățat să râdem
Ca și cum am fi învățat
Mânuirea armelor.
Cei mai norocoși râd doar în vis,
Cei nefericiți râd toată ziua,
Râdem de secole
Și nimeni nu înțelege,
Și rar, uneori, nici noi nu-nțelegem.
Continua mitralieră a hohotelor
Care ne țin în viață
Sub luna subțire,
Exactă ca o cătușă."
Ana Blandiana,Țară de păsări,1,"O țară e făcută și din păsări,
Din V-urile mari căzând spre sud,
Rănite, alungate de somn și de trădare,
Venind înapoi
Obosite de dor,
Lunecând pe toboganul cerului
Recunoscătoare
Streșinei că nu s-a mutat
De pe vechiul pridvor.
O țară e făcută și din păsări
Cum o biserică
E făcută și din viața de apoi."
Ana Blandiana,Duminecă,1,"Crezi că nu știu
Că în dosul
Acestui mirific incendiu
Al pădurii căzute în roșu
Nu e decât timpul
Laș care trece
Mascându-și plecarea
Cu spectaculoase și ipocrite minuni?
Crezi că nu știu
Că gutuile
Nu cad sub regala
Lor greutate."
Ana Blandiana,Duminecă,2,"Ci-nvinse de-omizi
Născute din dragostea
Prevăzătoare
A meschinilor fluturi
Extravaganți și nebuni?
Crezi că nu știu
Că victorioasa întoarcere
A lăstunilor
Nu-i decât rezultatul
Alegerii crude
A celor puternici și răi."
Ana Blandiana,Duminecă,3,"Dintre cei slabi și buni?
Fii liniștit,
Mi s-a spus
Totul și nici o iluzie
N-a rămas nealungată,
Învățătorii și-au făcut datoria.
Dacă, în după amiaza
De duminecă-a toamnei,
Lumea îmi pare perfectă,
Numai eu sunt vinovată,
Numai eu voi plăti - luni."
Ana Blandiana,Stea adusă de vânt,1,"De la început ai fost adusă de vânt
Ca o sămânță.
Am și glumit: „Cine-a mai văzut
Stea adusă de vânt?""
Dar mai târziu,
Când mi te-ai așezat pe frunte
Și-ai început să-ncolțești
Am înțeles că ești o sămânță.
Lacomă, înfiptă sălbatic în creier."
Ana Blandiana,Stea adusă de vânt,2,"Cu raze aspre închipuind rădăcini,
Ești o sămânță.
Ce păcat
Că planta pe care,
Lumină din lumină, o naști
Nu se poate vedea
Decât după ce
Mă voi fi întunecat."
Ana Blandiana,Poem,1,"Cine și ce să viseze
În timpul crescut peste noi -
Nămeți grei de somn
Prin care cu gesturi viteze
Și lente se mișcă
Lunateci eroi?
Să nu strigi."
Ana Blandiana,Poem,2,"Trezirea-i ucide,
Ajunge să plângi
Și să-i vezi -
Ale încănemorții
Atât de timide
Dovezi."
Ana Blandiana,Pe nevăzute,1,"Pe nevăzute,
Așa cum întinzi mâna
Să numeri ouăle din cuib,
Abia atingându-le
Cu emoție și spaimă
În fața misterului etanș
Dinăuntru
(Ouă pe care pasărea
Va refuza să le mai clocească
Socotindu-le impure."
Ana Blandiana,Pe nevăzute,2,"Pe nevăzute
Mâna lui se-ntinde-n somn
Și năruie
Cu fiecare vis
O mănăstire,
În timp ce Pasărea
Plutind deasupra apelor
Tot mai ușoară, tot mai liberă de balast,
Se înalță cu fiecare cădere
Până nu se mai vede."
Ana Blandiana,De ce,1,"De ce visează fructele alcooluri,
Și ierbile miresme iuți și tari,
Într-o lumină-atât de blândă
Că te îndeamnă să dispari?
De ce se pregătesc să se salveze,
Congestionați nedemn pe cer, cocorii,
Când poți s-aștepți cu-atâta pace
Să te destrami ușor, ca norii?
De ce se-nchid albinele în stupi
Și în semințe florile prevăzătoare,
Când toamna e atât de bună
Și ne învață cum se moare?"
Ana Blandiana,Departe,1,"Făptura care poartă numele meu
Se mișcă printre noi,
O zăresc totdeauna
De foarte departe -
O siluetă abia
Sau un gest uimitor.
O aud râzând."
Ana Blandiana,Departe,2,"Și-mi aud cuvintele
Rostite de ea,
Devenite străine.
Eu, fără apărare,
Departe
Cu o mie de ani."
Ana Blandiana,Plâns care se ascultă singur,1,"Plâns care se ascultă singur,
Zăpadă amară
Topită în praf și polen,
Moartă pe umerii paznicului
Îmbătrânit de somnul pe lumină,
Zăpadă amară și firavă,
Biată zăpadă
Frig nedecis și-ndurător."
Ana Blandiana,Plâns care se ascultă singur,2,"Păstrându-mi insomnia fragedă
Și spaimele moi,
Zăpadă prevestind a noapte
Mult mai adâncă decât
Ar putea să-și închipuie ziua,
Cea mai plângătoare zi,
Zăpadă-amestecată cu fructe putrezite
Și cu sămânță de copii."
Ana Blandiana,Avram iancu,1,"Dormind înaintează cântând din fluier stins
Învinsul crai al suferinței noastre,
În urma lui cresc codri mari de plâns
Și hohotesc nemuritor dezastre.
În urma lui se ară singur de cutremur
Pământul nostru pustiit de somn
Și singur, sub al zilei roșu tremur,
Se seamănă cu oase vechi de domn.
Ar fi destul îndemnul din fluier să-și suspine
Și-ar încolți pământul scârbit războinici grei."
Ana Blandiana,Avram iancu,2,"Dar el e încoifat c-un roi somnos de-albine
Și-armate are-n turme picotitorii mei;
Dar struguri dulci se-mbată și ațipesc în vie,
Dar norii-adorm pe ceruri și undele pe lac,
Dar grânele se culcă și se sfârșesc în glie,
Sub greutatea florilor de mac;
Dar dorm în albii râuri și frunzele-n păduri,
O țară-ntreagă transhumată-n vis,
Pe când măritu-i rege cu ochi deschiși și suri,
Dormind înaintează cântând din fluier stins."
Ana Blandiana,Dans în ploaie,1,"Lăsați ploaia să mă îmbrățișeze de la tâmple până la glezne,
Iubiții mei, priviți dansul acesta nou, nou, nou,
Noaptea-și ascunde ca pe-o patimă vântul în bezne,
Dansului meu i-e vântul ecou.
De frânghiile ploii mă cațăr, mă leg, mă apuc
Să fac legătura-ntre voi și-ntre stele.
Știu, voi iubiți părul meu grav și năuc,
Vouă vă plac flăcările tâmplelor mele."
Ana Blandiana,Dans în ploaie,2,"Priviți până o să vi se atingă privirea de vânt
Brațele mele ca niște fulgere vii, jucăușe -
Ochii mei n-au cătat niciodată-n pământ,
Gleznele mele n-au purtat niciodată cătușe!
Lăsați ploaia să mă îmbrățișeze și destrame-mă vântul,
Iubiți-mi liberul dans fluturat peste voi -
Genunchii mei n-au sărutat niciodată pământul,
Părul meu nu s-a zbătut niciodată-n noroi!"
Ana Blandiana,Tu treci,1,"Tu treci prin ceață
Și eu știu că treci,
Și e destul ca norii
Să nu-mi mai pară reci
Sicrie fără sațiu
Umflându-se să-ncapă
Întreaga omenire
În pulberea de apă,
Inconsistent și acru
Dospindu-se-n văzduh.
Tu treci prin ceață:
Clar și-nalt, un duh."
Ana Blandiana,Tu treci,2,"Ordonator de sensuri,
Scoțând din moarte lumi
Ce tremură uimite
Pe când ușor le-ndrumi
Ținându-le de umeri
Să nu le fie frică;
Tu treci prin ceață
Și-ochiul tău despică
Logice pârtii-n
Haosul de veci:
Tu treci, iubire,
Și eu știu că treci..."
Ana Blandiana,"Respir, respir",1,"Respir, respir,
Cum stau cu ochii-nchiși,
Simt stelele-ascuțite prin pleoape
Scriindu-mi pe retină semne moi
Ca peștii morți pe luciul unei ape.
Se-ntâmplă ca în vis - respir, respir,
Bolta de sticlă groasă dă să crape
Când sângele luceferilor înghețat
Se umflă-n ea și nu îl mai încape."
Ana Blandiana,"Respir, respir",2,"Și-atunci lumina scârțâie prelung,
Ca un pietriș sub botul unei sape,
Și pașii tăi îndepărtându-se răsună
Cu dangăt surd de clopote sub ape
Înaintând atât de transparente
Că nu se văd - aproape, mai aproape;
Se-ntâmplă ca în vis - respir, respir
Cleștarul care vine să mă-ngroape."
Ana Blandiana,Din clipa...,1,"...Din clipa aceea începe
Iubirea sălbatecă de animal pentru pui.
Femeile ar trebui să moară la nașterea fiilor lor,
Totul ar fi atât de frumos în natură...
Plante-mpăcate și odihnitoare ar crește
Din coapsele lor cuibărite cuminți în durere,
Șerpi dulci s-ar prelinge-n țărâna
Depusă-ntre sânii lor grei,
Și fructe-ar rodi pe pământul
Hrănit cu lapte de mamă."
Ana Blandiana,Din clipa...,2,"Totul ar fi atât de frumos.
Din jetul tremurător al sfințeniei
Femeile ar coborî în elemente zâmbind...
Dar nu se întâmplă așa.
Nu sunt omorâte.
Așa cum nici Hamlet nu-l omorâse pe rege
În timpul de rugă,
Temându-se
Că regele, poate, atunci, ar pătrunde în rai."
Ana Blandiana,Morfologie,1,"Dor aproape stins de lume,
Dor aproape stins de mine,
Substantive și pronume
Ale unei limbi străine
Dintre frazele căreia,
Moi și vechi, de catifea,
Verbe fermentând ideea
Să visez în limba mea.
Singura din limbi pe care
O murmur în somn și-n gând."
Ana Blandiana,Morfologie,2,"Răscolită declinare
Între leagăn și mormânt;
Cea pe care o-nțelege
Marea și-o vorbesc și munții -
Dulce, nenvățată lege,
Adjective și conjuncții,
Interjecțiile fierbinți,
Gândul care vrea să fie,
Dor de-o lume cu părinți
Și cu o copilărie."
Ana Blandiana,Încununată cu flori de mac,1,"Încununată cu flori de mac
Aproape descompuse,
Culese pe frig dimineața,
Când roua se face brumă
Și dacă umbli prin iarbă
Strivești sub tălpi cadavrele de greieri,
Încununată cu flori de mac,
Ciocnindu-mă de fluturi muribunzi,
Înaintez."
Ana Blandiana,Încununată cu flori de mac,2,"Prin somnul numit de mine
Noiembrie,
Spre clipa incertă
Care nu e nici moarte,
Nici gând.
Râuri mari trec în somn
Spre oceane
Purtându-și peștii adormiți
În provizorii, umede lințolii."
Ana Blandiana,Așteaptă să vină octombrie,1,"Așteaptă să vină octombrie,
Așteaptă să treacă
Tulburea fugă de moarte
Ascunsă în rut,
Neroada furie a creșterii
Și coacerea oarbă,
Așteaptă până creanga
Se leapădă de fructe."
Ana Blandiana,Așteaptă să vină octombrie,2,"Și fiara își uită
Puiul crescut.
Rămâi în cer
Până când ziua
Are curajul să se umilească,
Punându-se cu noaptea
Spate-n spate
Să vadă cine-i mai înalt."
Ana Blandiana,Așteaptă să vină octombrie,3,"Și noaptea gingașă se-apleacă
Spre a părea
Egale și surori.
Nu te-apropia
Până te cheamă
Sânge stângaci
Ca să cobori.
Tu vino numai când răsare."
Ana Blandiana,Așteaptă să vină octombrie,4,"Înlăcrimatul soare de octombrie
Din oul văruit cu nouri,
Clocit în calde veșnicii,
Pândește cumpăna din care
Se lasă-n jos cuminte -
Atunci
Poți, chip de om purtând,
Să vii!"
Ana Blandiana,Pahar cu margarete,1,"Pahar cu margarete de câmp
Pe-o masă albă
La care scriu
Mai liberă decât sunt;
În jur
Miros de fân
Corupător spre somnul
Din care poate va picura
Un cuvânt;
Cer dulce în amurg."
Ana Blandiana,Pahar cu margarete,2,"Asemeni cirezilor
Care se întorceau odinioară;
Dragoste pentru tot ce-a fost,
Pentru tot ce o să mai dispară,
Dragoste fără rost,
Dragoste fără hotar -
Umbrele plopilor, gratii lungi peste câmp,
Margarete de câmp
În pahar."
Ana Blandiana,Eu cred,1,"Eu cred că suntem un popor vegetal,
De unde altfel liniștea
În care așteptăm desfrunzirea?
De unde curajul
De-a ne da drumul pe toboganul somnului
Până aproape de moarte,
Cu siguranța
Că vom mai fi în stare să ne naștem
Din nou?
Eu cred că suntem un popor vegetal -
Cine-a văzut vreodată
Un copac revoltându-se?"
Ana Blandiana,Cărare,1,"Cărare dreaptă
Trasă prin iarbă
De pieptănul tălpilor goale
Ca printr-un păr
Al țărânii,
Creștet fierbinte de somn
Și gata să se prăvale
De bună voie din toamnă
Precum din viață, bătrânii."
Ana Blandiana,Cu fața spre munți,1,"Dacă aș înceta să aud,
Lumea mi s-ar părea deodată ridicolă
Ca o emisiune căreia i s-a luat sunetul
La televizor?
Un Dumnezeu surd
Peste care apele se fac de lână și cad,
Iar norii se ciocnesc fără tunet
Ca niște ghemotoace de hârtie
În coșul de gunoaie al cerului."
Ana Blandiana,Cu fața spre munți,2,"Ar da semnalul încetării de sens
Acestui univers ce nu există
Decât prin scrâșnetul produs.
Iar palmele lui mari,
Care-i amplifică uneori
Pavilionul urechii,
Mi s-ar pune pe umeri
Întorcându-mă încet
Cu fața spre munți."
Ana Blandiana,Câmpia,1,"O, Doamne, dar eu?
Cumpănă a unei fântâni
Cu cât mai în cer
Cu atât mai adânc
Tensionată spre ape,
Privind de acolo câmpia
Arsă de secetă
Și fantomele dropiilor
De mult dispărute
Cum încremenesc cu gâtul întins
Și ascultă."
Ana Blandiana,Poveste,1,"Înaintez cu grijă, încet,
Pe un drum
Pe care îl tai eu însămi
Pășind:
Ca să știu să mă întorc,
Presar în urmă
Fărâme de litere și de cuvinte.
Sunt pornită de mult,
Mi s-au terminat
Puținele silabe pe care le avusesem."
Ana Blandiana,Poveste,2,"Merinde de drum.
Din fericire, am descoperit
Că totul
Poate fi transformat în cuvinte
Și am continuat să înaintez
Presărând
Vorbele în care mă destram
Cum se destramă un pulover vechi
În căpețele de lână-ncrețită de atâta purtare..."
Ana Blandiana,Aripi,1,"Bisericile n-au acoperișuri,
Ci aripi zgribulite pe trup
De șindrilă,
Pe care va veni o vreme
Să și le deschidă
Și să se înalțe
Încet, ca în silă."
Ana Blandiana,Aripi,2,"Ducându-și făpturile
De aur și fum
În văzduh tot mai sus,
Zburând cu vuiet mare, precum
Un stol de păsări grele
Spre apus,
În timp ce munți isterici."
Ana Blandiana,Aripi,3,"Amestecați cu marea
Țâșnită către ei,
S-ar prăvăli -
Frumos sfârșit al lumii
Sub cerul viu albastru
Roind de mari biserici
Vii."
Ana Blandiana,Într-o nucă,1,"Împletite din fire de iarbă
Și-ncuiate cu frunze,
Lanțurile mi se vor usca în curând
Și vor cădea.
Voi fi atât de liberă
Că-mi va fi frig
Și cine și ce
Mă va putea învăța?
Cine a fost vreodată-ntr-o nucă
Să-mi arate chiliile
Unde-aș putea să mă-ncui,
Când universul întreg."
Ana Blandiana,Într-o nucă,2,"Nu-i decât o-ncăpere
Luminată slab de gutui?
Într-o nucă sunt patru odăi și e cald,
Și-n întunericul verde miroase dulce a miez,
De-afară pătrunde doar o mirare de greier -
Într-o nucă aș vrea să-ntomnez,
Să m-acopere straturi de frunze
Și umbre de cârduri
Zbătându-se-n dorul de ducă,
În timp ce din tot ce-i noroc pe pământ
Eu să știu să aleg
Cât de bine-i să dormi într-o nucă!"
Ana Blandiana,Am dreptul,1,"Am dreptul oare să închei
Șirul pornit de la facerea lumii,
Sau poate mult mai dinainte,
Din Dumnezeul-amoebă
Rupt în două,
Lucit prin pești, zburat prin păsări
Ca să ajungă la străbunii mei?
Am dreptul să răspund deodată
Nu
Lungului șir de suferinți prin care."
Ana Blandiana,Am dreptul,2,"Am fost ucisă din părinte în părinte
Până la mine?
Pot să mă-ntorc
În moarte printre ei
Și să le spun
Că n-am lăsat în locul meu pe nimeni?
O, da,
Cum aș putea să mulțumesc
În alt fel
Pentru liniștea care m-așteaptă."
Ana Blandiana,Am dreptul,3,"Decât ducându-le definitiva liniște,
Decât spunându-le: S-a terminat,
Părinți și veghetori ai mei,
Nimic nu vă mai leagă
De viață,
Sunteți liberi!
Și cu ușorul gest prin care
Copiii îi alintă pe părinți,
Le-aș prinde clar de moarte-n jurul frunții,
Surâzători mutându-i între sfinți."
Ana Blandiana,Contratimp,1,"Mă uit în trecut și nu înțeleg
Urmele pașilor mei.
Privesc înghețata zăpadă
Prin care picioarele mele desculțe
(Îmi amintesc) s-au rănit,
Dar urmele lor închipuie semne
În alfabetul unei limbi dispărute.
Ieri ce voiam să spun
Și mâine cum voi mai citi."
Ana Blandiana,Contratimp,2,"Durerea mersului de-acum,
Când clipele obeze
Par ani și anii epoci
Nehotărâte și fără sfârșit?
Nici un răspuns nu se naște
Decât când nimeni nu mai are
Nevoie de el
Și întrebarea care-l aștepta
A murit."
Ana Blandiana,Gara de Nord,1,"Peron murdar, păzit cu grijă
După explozii de hârtie,
Doi pumni la spate prinși în fier
Și între uniforme, fie
Acest stop-cadru chiar emblema
Speranței sub un soare gri!
Prin ochelarii de cătușă,
Viitorul verbului a fi."
Tudor Arghezi,1943,1,"Pe cînd dormeați un somn zăcut de ani,
Un om a prăvălit o stîncă,
Namiaza mare-n gloata de dușmani,
De vuietul se mai aude încă."
Tudor Arghezi,1943,2,"Pribeag și-apoi și călător în noapte,
Nu strigă, nu se bate-n piept, nu cere.
Dar voi, flămînzi de slavă fără fapte,
Isprava lui știută o treceți sub tăcere."
Tudor Arghezi,84,1,"Cu opaiț și cu lună,
Ne-am scris nopțile-mpreună.
Și la rău, ca și la bine,
Nu prea m-am uitat la mine,
Ascultînd numai povața :
Omul să-și muncească viața.
Mi-am muncit-o - și atît -
Ca să-mi treacă de urît."
Tudor Arghezi,Abece,1,"A vrut Dumnezeu să scrie
Și nici nu era hârtie.
N-avea niciun fel de scule
Și nici litere destule.
C-un crâmpei de alfabet
Mergea scrisul foarte-ncet."
Tudor Arghezi,Abece,2,"N-aș vrea nici atât să-l supăr
Cât piperul de ienupăr,
Dar o să vă spui ceva:
Nici carte nu prea știa.
Orișice învățăcel
Știe mult mai mult ca el.
El, care făcuse toate,
Nu avea certificate.
Câtu-i Dumnezeu de mare,
N-are trei clase primare.
La citit se-mpiedica,
Nu știe-aritmetica."
Tudor Arghezi,Abece,3,"Știe-atât: numai să facă.
Ia oleacă, pune-oleacă.
Face oameni și lumină
Din puțin scuipat cu tină
Și dintr-un aluat mai lung
Scoate luna ca din strung."
Tudor Arghezi,Abece,4,"Papagalul și păuna
Și-au smuls pana, câte una,
Ca să-i facă pensulă
Domnului din insulă,
Coliba de pe pământ
A Celui Înalt și Sfânt
Fiind clădită de pești meșteri."
Tudor Arghezi,Abece,5,"Între talaze și peșteri.
El a luat mai bine-o pană
De la țarca năzdrăvană
Și-ascuțindu-și-o-ntre dește,
Despicând-o scolărește,
Și-a făcut condei în stare
A scrie și pe piatră tare."
Tudor Arghezi,Abece,6,"A-ntins cerul ca o coală
În toata Tăria goală.
Insă pana nu scria.
A luat atunci o nuia
Și a însemnat cu ea,
Cu argint, stea lângă stea.
Și ca să vadă pe schele,
A făcut și cruci de stele."
Tudor Arghezi,Abece,7,"Ce-a scris noaptea s-a zvântat,
Apoi, pân' la scăpătat,
Cu sugătoare de soare -
Și ziua, și pe-nserare -
A citit și tot a șters,
Câte-o vorbă, câte-un vers,
Și câte o dată, fată,
Toata foaia, cartea toată,
Fiincă Dumnezeu ce-a vrut
P-ormă nu i-a mai plăcut.
Că din scrisele prea drese
Nici lucru prea bun nu iese."
Tudor Arghezi,Abece,8,"Cât a scris el cerul tot,
Să spui drept, a ști nu pot.
Învățați cu cărțulie
Cred c-aproape-o veșnicie.
Pe cât mintea îl ajută
Melcul crede că o sută
De vecii întregi și pline.
Melcul știe, cred, mai bine.
Însă cerul, în sfârșit,
E de-atuncea tipărit."
Tudor Arghezi,Adam și eva,1,"Urîndu-i-se singur în stihii,
A vrut și Dumnezeu să aibă-n cer copii
Și s-a gîndit din ce să-i facă,
Din borangic,argint sau promoroacă,
Frumoși, cinstiți, nevinovați,
Și puse-așezămîntul dintre frați."
Tudor Arghezi,Adam și eva,2,"Dar i-a ieșit cam somnoros și cam
Trîndav și nărăvaș strămoșul meu Adam ;
Că l-a făcut, cum am aflat,
Cu praf și nițeluș scuipat ;
Ca să încerce dacă un altoi
De stea putea să prindă pe noroi,
Că, de urît, scuipind în patru zări, stingher
Făcuse și luminile din cer."
Tudor Arghezi,Adam și eva,3,"Dar iată că l-a nimerit,
Din pricina aluatului, greșit,
Și că Adam, întîiul fiu
Al Domnului, ieșise, parcă, și zbanghiu.
Nu-i vorba, nici-o poză nu ne-nvață
Cum ar fi fost omul dintîi la față.
Nici unda lacului nu l-a păstrat,
În care se-oglindea la scăpătat."
Tudor Arghezi,Adam și eva,4,"Puterea lui dumnezeiască,
Dormind mereu, căta să-l mai trezească ;
I-a rupt un os din coaste, ceva,
Și-a zămislit-o și pe Eva."
Tudor Arghezi,Adam și eva,5,"Mai poți căsca de lene, iarăș,
Cînd ai o soră și-un tovarăș ?
S-au luat de mîini și au cutreierat
Grădina toată-n lung și lat."
Tudor Arghezi,Alba,1,"De ce te uiți așa, când seara vine,
În ochii mei cu ochii tăi de salbă,
Că nu-ți mai iei privirea de la mine,
Gingașă, grațioasă mâță albă?"
Tudor Arghezi,Alba,2,"Nu te-ai uitat așa fel niciodată
Și frumusețea ta nu m-a privit
Așa de-adânc, bătu-te-ar să te bată,
Nici când fusesem mort și răstignit."
Tudor Arghezi,Alba,3,"Mă plec și te scrutez cu un fior,
Ca-ntr-o lumină de fântână.
Parc-ai trecut tiptil, călcând ușor,
Torcând încet, pe lângă lună."
Tudor Arghezi,Alba,4,"Ți-e gura roză-nchisă ca un plic
Al nimănui, lipit și cetluit.
Deasupra cine nu a scris nimic?
Și înăuntru, cui i s-a povestit?"
Tudor Arghezi,Alba,5,"Tu știi ceva ce limba ta nu-l știe
Și să-l rostească nu e cu putință.
Știința mută ți-a fost dată ție,
Și mie graiul cel fără știință."
Tudor Arghezi,April,1,"Într-o ramură-nflorită
E-agățat un cuib în tei.
Ramura e legănată,
Legănîndu-și cuibul ei.
Vîntul murmură prin floare,
Adormind-o cu descîntul,
Pasărea surîde-n aripi,
Cunoscînd că-i numai vîntul."
Tudor Arghezi,April,2,"Mi-a zburat de mult din floarea
Sufletului pasărea,
Aripi ca-ntre fulgi cicoarea,
Verde-n piept ca zarzărea."
Tudor Arghezi,Bine și rău,1,"Între nadejde trista si-ndoiala,
Te-am cautat prin bolta siderala.
Te-am cautat pe unde si neunde
Îti banuiam faptura ca se-ascunde.
Te cautam în tainica ta lipsa
Prin Testamente si Apocalipsa.
Sa fi ramas un loc nemaiumblat
Pe unde nu te-am cautat?
Cînd socoteam ca te-am gasit,
Se si-nalta în dreptul tau un zid.
Simtindu-te zvîcnind în radacini."
Tudor Arghezi,Bine și rău,2,"Te mai simteam în spice si-n tulpini.
Te-am si cîntat pe corzi, si noi si sparte,
Si peste vieti si peste moarte.
Tu ramîneai mereu departe.
Auzul tau nu vrea s-auda
Cîntec de nai, de cobza si-alauta?
Într-o-nserare, în sfîrsit,
Mi se paruse ca te-as fi zarit
În mantia de aur a unui asfintit,
Prinzîndu-ti-o, tîrîta prin tarîna.
Mi-a si ramas un ciucure în mîna."
Tudor Arghezi,Bine și rău,3,"Si l-am vîrît în sîn, ca un pribeag
Un bun de furtisag.
Da-mi voie, negasita aratare,
Sa-ti pui acum o veche întrebare:
Ca ai facut atîtea frumuseti blajine,
Fara-ndoiala, multumescu-ti bine,
Cladiri de piscuri, cuiburi de izvoare,
Timpuri si valuri calatoare
Si oamenii în sarbatoare;
Barbati viteji, domnite la harpa si la furca.
Mutînd pe strune mîna, fuiorul cînd se-ncurca."
Tudor Arghezi,Binecuvîntare,1,"Dormiți, dormiți !
Hipnoza nopții suflă boare
În mușchii voștri veștejiți
Și mîine veți avea izvoare
Din spor, pămîntul să-l stropiți
Cu bale călătoare."
Tudor Arghezi,Binecuvîntare,2,"Dormiți, dormiți,
Căci legea o citește cariul
cînd voi sînteți încremeniți
Și-n țeasta voastră-și zvîrlă zarul
Satan, cu ochii buimăciți,
Noroc ! Fiți fericiți !"
Tudor Arghezi,Binecuvîntare,3,"Dormiți, dormiți,
În monarhia minerală,
Cu-obrajii, sterpi și gălbejiți,
Lipsiți de carnea triumfală,
Cu care, morți, vă-nsuflețiți
O zi și-o viață goală."
Tudor Arghezi,Binecuvîntare,4,"Cei umiliți în trudă și-n răbdare,
Pribegii, robii și sihaștrii,
Bătuți de-a lunii vînătă dogoare,
Așteaptă stolul șoimilor albaștri.
Judecători, stăpîni și-ndreptățiți,
Voi sunteți beți. Dormiți, dormiți !"
Tudor Arghezi,Binecuvîntare,5,"Și însumi bine-vă cuvînt.
Căci e nevoie de pămînt
Să vă-nmulțiți,
Să ne-apăsați și să ne-nlănțuiți,
Și veacuri oarbe să clădiți,
Dormiți, dormiți !"
Tudor Arghezi,Cale frîntă,1,"De cînd m-alese viața drept martor și drept sol,
Prinzîndu-și o scînteie de insul meu de fum,
Și-a hotărît din vatra tăcerii să mă scol,
Mi-a tras cu tibișirul prin rîpi și stînci un drum."
Tudor Arghezi,Cale frîntă,2,"M-am încrezut într-însa supus ca de-o menire,
Dar viscolui și vîntul drumeacul mi l-a șters,
Și m-am simțit mai singur, străin în omenire,
Cu o catapeteasmă, în drum, de univers."
Tudor Arghezi,Cameleoana,1,"Sufletul tău e-un amazon
Ce-și pune pălării cu fulgi de struț,
Cizme de lac, mânușă, pantalon
Și-ncalecă pe-o cumpănă de puț."
Tudor Arghezi,Cameleoana,2,"Sufletul tău e-o mâță aurie
Ce se mândrește-n mers ca o panteră
Ca să vâneze șoareci de hârtie
Și zugrăviți, viței de dromaderă..."
Tudor Arghezi,Cameleoana,3,"Sufletul tău e-un astru în exil
Și ca să dea o veșnică lumină
Are nevoie, zilnic, de fitil
Și de alcool, petroliu sau benzină."
Tudor Arghezi,Cameleoana,4,"Sufletul tău e un florinte
Ce sare prin copaci cu bucurie
Și vrând să caute nu-și aduce aminte
Cum își începe vechea melodie."
Tudor Arghezi,Cameleoana,5,"Sufletul tău e-un iepure rănit
Întors acasă noaptea din cărare
Se crede om și caută uimit
Lipsa cheilor din buzunare."
Tudor Arghezi,Cameleoana,6,"Sufletul tău e o madonă
Care lăptează rumen, plin, la țâțe
Un Christ strein de Biblia slavonă
Cu mâini de ghips, cu carne de tărâțe."
Tudor Arghezi,Cameleoana,7,"Sufletul tău e-un parc cu o intrare
Unde mereu se-ascunseră sub brazi
Îndrăgostiții toți și-n care
Se mai preumblă-mbrățișați și azi."
