autor,titlu,text
Tudor Arghezi,Doi frumoși,"Pe-o foaie de izmă-ngustă
Se oprește o lăcustă.
Ce frumoasă-i, fa, Marie !

N-are nici ea pălărie
Și, strînsă-n fotele ei,
Fără tocuri și cercei
Cu bondița-n subsuori
Și cu talpa goală-n flori
N-a fost, cînd era mireasă,
Nici Crăiasa mai frumoasă.

Însă e și-un brotăcel
Și nu luai seama la el.
Ochii lui în ochii ei
Licăresc și dau scîntei.
Sufletele amîndouă
Tremurînd de-o spaimă nouă,
Și fiecare se strînge
Celălalt c-o să-l mănînce.

Vai de păcatele lor,
Nu a fost nici-un omor,
Au sărit care-ntr-o parte
Și s-au dus în cîrji departe.

Adevărul se cunoaște :
Dînsa nu mănîncă broaște.
Ar putea măcar să guste
Dînsul, gingașul, lăcuste ?"
Tudor Arghezi,Dormi ?,"Dormi, sufletul meu? te-ai culcat?
Plouă și singur mi s-a urît.
Vreau să nu te supăr.
Te-am văzut citind la lampă
Și n-am băgat de seama
Când ai închis oblonul din grădina,
Tărcat cu dungi egale de lumină.

Am bătut încet în fereastră
Și iar am bătut, mai tare,
Și am intrat în încaperea ta.
Curată rînduiala!
Cartea stă deschisă la pagina albă:
Toate paginile cărții erau albe.
Ce citeai tu într-o carte fără slove?

Patul era nedesfacut.
Cearșaful nou, perina proaspătă.
Unde ai plecat?
Unde umbli noaptea singuratec?
Încalțamintea ți-este neatinsă.
Nu e gunoi la ține.
Te-mbraci în cămașa de piatră
Și te încingi cu funie de-argint.
Tu n-ai nici sudoare,
Nici praf, nici scuipat.

Un ac îmi înglodeste inima străpunsă,
Medicule fără de prihană.
Sau e un cui de la Crucificat
Sau un ghimpe din cununa lui.
Vindecă-mă, suflete.
Vin-acasă, suflete.
Adu leacuri, suflete."
Tudor Arghezi,Două capre,"Două capre cu trei iezi,
În genunchi la o tulpină,
Ți se pare că le vezi
Că se roagă și se-nchină.

În giubele lungi, de par,
Și cu bărbi, ai da să zici
Că sunt chiar, într-adevăr,
Cinci monahi ori ucenici.

Și-i și altă-asemănare:
Ciute și-n suman sărac,
Ințolite-s, fiecare,
Roșcovanele-n șiac.

S-au sculat și rumegînd
Stihuri mute și litanii,
Scapă, rupt din cînd în cînd,
Șirul negru de metanii."
Tudor Arghezi,Drum în iarnă,"Decembre, ca un paradis
De marmuri și scântei,
Hlamida și-a deschis,
Și dintre tei,
Un vaiet lin de clopoței
Suspină-abia, ca-n vis.

Deasupra nopților s-a-ntins
Legendă ideală,
Și nu e suflet neatins,
Oricât de stins,
De diafana ei petală,
În care să nu fi descins
Lumina siderală.

E feerie de argint
Cristalizat în țurțuri lungi
Și pe cît ochii ți-i alungi,
Pe cât ajungi,
E marmur alb, neprihănit,
Pustiu și nesfîrșit.

În umbra lămpilor cernite
Se varsă vis în cupe noi,
Și capetele mult iubite
Se-nvecinesc pe nesimțite,
Ca niște frunze de trifoi.

Feți dulci, o clipă-ndrăgostiți,
Pe-atîta farmec și senin,
Fiți, cel puțin,
Voi, fericiți !"
Tudor Arghezi,Duhovnicească,"Ce noapte groasă, ce noapte grea!
A bătut în fundul lumii cineva.
E cineva sau, poate, mi se pare.
Cine umblă fără lumină,
Fără lună, fără lumânare
Și s-a lovit de plopii din grădină?
Cine calcă fără somn, fără zgomot, fără pas,
Ca un suflet de pripas?
Cine-i acolo? Răspunde!
De unde vii și ai intrat pe unde?
Tu ești, mamă? Mi-e frică,
Mamă bună, mamă mică!
Ți s-a urât în pământ.
Toți nu mai sânt,
Toți au plecat de când ai plecat.
Toți s-au culcat, ca tine, toți au înnoptat,
Toți au murit detot.
Și Grivei s-a învârtit în bot
Și a căzut. S-au stârpit cucuruzii,
S-au uscat busuiocul și duzii,
Au zburat din streașina lunii
Și s-au pierdut rândunelele, lăstunii.
Știubeiele-s pustii,
Plopii-s cărămizii,
S-au povârnit păreții. A putrezit odaia...
Ei! cine străbătu livada
Și cine s-a oprit?
Ce vrei? Cine ești
De vii mut și nevăzut ca-n povești?
Aici nu mai stă nimeni
De douăzeci de ani...
Eu sunt risipit prin spini și bolovani...
Au murit și numărul din poartă
Și clopotul și lacătul și cheia.

S-ar putea să fie Cine-știe-Cine...
Care n-a mai fost și care vine
Și se uită prin întuneric la mine
Și-mi vede cugetele toate.

Ei! Cine-i acolo-n haine-ntunecate?
Cine scobește zidul cu carnea lui,
Cu degetul lui ca un cui,
De răspunde-n rănile mele?
Cine-i pribeag și ostenit la ușă?
Mi-e limba aspră ca de cenușă.
Nu mă mai pot duce.
Mi-e sete. Deschide, vecine,
Uite sânge, uite slavă.
Uite mană, uite otravă.
Am fugit de pe Cruce.
Ia-mă-n brațe și ascunde-mă bine."
Tudor Arghezi,E bine a trăi,"E bine a trăi și la-ndemînă
Oricărui ins măreț, deștept ori prost,
Fie că are umbra lui un rost
Fie că trece ca un fulg de lînă.

Dar a fugi cătînd alt adăpost,
De țară , de obîrșii, de țărînă,
E că, mai tînără sau mai bătrînă,
Mai scumpă rînza decît ele-a fost.

Cînd în oglindă te uiți ce ești, la tine,
Nu te apucă, patriote, greața ?
Și nu-ți roșesc obrajii de rușine ?

Cela ce vrea domnie peste țară,
Nu e de-ajuns să-i caute dulceața,
El trebuie să știe să și moară."
Tudor Arghezi,Epigraf,"Stihuri, zburați acum din mîna mea
Și schiopatați în aerul cu floare,
Ca păsările mici de catifea
Ce-ncep în mai să-nvețe și să zboare.

Stihuri, acum, porniți vă scuturați,
Ca frunzele-aurite, pentru moarte.
Pustnicii tineri, triști și delicați,
Păstra-vă-vor într-un sicriu de carte.

Stihuri de suflet, dintre spini culese,
Îndurerate-n spic și-n rădăcini,
Pătrunde-ți, înțelese și neînțelese,
În suflete de prieteni și străini.

Și semănați, ca noaptea ce vă naște,
Sfiială și-ndoieli unde-ți cădea,
Acel-ce -știe, însă nu cunoaște,
Varsă-ntuneric alb cu mîna mea."
Tudor Arghezi,Epilog,"Au cîștigat ciocoii războiul lor cu țara
Și s-au ales plugarii cu morții și ocara.
Sus inimile sterpe ! Trăiască putregaiul !
Sărbătoresc se-ntinde în București alaiul,
Și nengropați, pe drumuri, ucișii zac dovadă
Că cine mai cîrtește, ca și ei va să cadă.
Trăiască și guvernul și brava lui armată,
Că-mpușcă la comandă pe mamă și pe tată.
Între flăcăii noștri și noi, acei cu vina,
Gîndește, hotărăște și-nvinge disciplina.
Trăiască Suveranul și mai cu seamă el,
Că ne-a făcut oștire și ofițeri model,
Să apere bănetul și setea de la fire
De-a-l înmulți nainte prin jaf și gîtuire.
Izbînda-i totuș tristă, deși e cîștigată.
Boierii cad pe gînduri, la masă, dintrodată.
Le scapă furculița din mînă, și-ntr-o doară
Privirea cată goală-n ninsoarea de afară.
Nu-i chiar o bucurie și-atîta de ușor
Să vezi că-ți vine moartea, de drept, într-ajutor.
De-acu schimbat e totul. În curți și-n pragul porții,
Printre viței și-n grajduri, te întîlnești cu morții,
Cu umbra lor de sînge. Se uită, stă și piere.
Parcă-i în cîrji bărtînul Stoian și parcă cere.
Nici unul nu mai are nici brațe, nici putere.
- "" Mi-aduc aminte, seara, din frunză cum cînta ...
Era deștept, Dumitru ...""
- "" E-ntins în șanț, papa ...""

E o tăcere moartă, care-a-nghețat și zace
Pe sate, pe cătune, pe oameni pe conace.
E frig în suflet. Gîndul se înfiripă-alene
Și șchioapătă ca șoimul gol, dezbrăcat de pene,
Cu aripa de piele, prin glod, ca o găină.
S-a mohorit a noapte și ziua, pe lumină.
Un lucru umblă, negru și nou, din casă-n casă.
Din negurile astea tot moarte-o să mai iasă.
Morții-au tăcut în sate, dar tot le-a mai rămas
Din ochi o pîlpîire și-o soaptă, ca un glas.

Băteți din palme-n teatre și-n săli de adunare
Că vă aduce-oștirea o nouă ușurare.
Ați cucerit-o țara, după amar și chin,
Cu sabia și tunul, ca un pămînt strein.
Că de streină țara, deși vi-i gura plină
De ea, n-aveți ce zice, va fost și vi-i streină.
Ea mai fusese-a voastră cu tot ce-a dat belșug,
Prin fraudă piezise, tertip și meșteșug.
Acum se face-a voastră detot, prin foc și pară.
Poporul fără pîine mai e și fără țară.
Cu slove de trei șchioape, pe firme, cu vopsea,
Citești și mulțumește a cui e țara ta.
De vrei, din temelie, să știi ce haimanale
Te stăpînesc pe tine și rodul țării tale,
Iei condicile-nchise, subt chei, la tribunale ...
Și n-ai aflat nimica, ai dat de o mulțime
De societăți pitite, numite "" anonime "".
Nu că tăgădui munca făcută, nici atunci
Cînd una grămădește prea mult, din două munci,
Dar cine pune trudă mai grea, plugarul, care
Stă-ngenuncheat să vadă sămînța de răsare,
Ori domnul cel cu geamul rotund, de lîngă nas,
Nervos că iscălește la sașe luni un ceas ?
Dreptatea, deocamdată înfrîntă, tot mai cere
Răsplata măsurată pe muncă și durere,
Dar subt cuvînt că unul are un simț și-o minte,
Și altul brațe grele, vorbirea asta minte,
Cînd spune că stăpînul, mai mare, se cuvine
Să ia tot rodul zilei, sleindu-te pe tine.
Nu vreți, nici asta dată nu vreți ? Atunci se schimbă,
S-a isprăvit tocmeala. Vorbim o altă limbă,
Așa pe neștiute, pe la un miez de noapte,
Răspunde din bordeie alt nouă sute șapte,
Mai chibzuit, mai crîncen, nu lînced ca o turmă.
Să nu cumva să fie, vedeți, și cel din urmă.

Că poate și armata în slujba la ciocoi,
Trezită la dreptate, să fie-atunci cu noi."
Tudor Arghezi,Frageda,"Nu îi fie de deochi,
Ce frumoasă-i fără ochi!
Tivul pleoapelor se coase-n
Ferfenițe de mătase.

De când s-a uitat în stele
I s-a prins bezna de ele.
Dintr-un lunecuș cu pana
I s-a-ncondeiat sprânceana.
E tot pana care scrie
Fluturii din păpădie.
A luat gura ei tipar
Parcă de la nenufar:
Ce i-a spus visul ascuns,
De-a șoptit și i-a răspuns?
Nu ș'cu cine seamănă
Că îi pare geamănă:
O să mă silesc să caut
A ghici pe nai și flaut.

Între perine și pături
Mâna-i stă pe-aci, pe-alături.

Pune-i degetare
Câte-o sărutare.

Umblă-ncet, ia-i măna-ncet,
Mută-i-o încet,
Să nu se deștepte...
Și-n cuprinsul pălmii drepte,
De zântii de marte,
Pune-i mărțișor o carte."
Tudor Arghezi,Frunze pierdute,"Cincizeci de ani, de cînd încerci, mereu,
Condeiul, gîndurile și cerneala,
N-au mai ajuns să-ți curme, fătul meu,
Frica de tine și-ndoiala.

Te temi și-acum de ce te-ai mai temut.
De pagina curată și de rîndul,
Și de cuvîntul de la început,
Te sperie și litera și gîndul.

Foile tale scrise, de hîrtie,
Se rup și zboară, ca dintr-o livadă
Frunzele zmulse-n vijelie,
Fără ca piersicul să și le vadă.

La fiece cuvînt, o șovăire
Te face să tresari și-ai aștepta.
Parcă trăiești în somn și-n amintire
Și nu știi cine-a scris cu mîna ta."
Tudor Arghezi,Greierele,"A-nceput un greiere
Casa s-o cutreiere.
Șuieră
Și fluieră
Și să dormi nu te mai lasă;
Parc-ar fi la el acasă.
Ducă-se în altă aia,
Că mi-a luat-o el odaia
Și mă bate la ureche
Struna lui de sîrmă veche.
De-o mai fi cum a-nceput,
Îmi iau traista și mă mut.
Ai văzut nerușinare ?
Sîmbăta, amiaza mare,
Fără nici-o-nștiințare,
A venit, s-a instalat
Și s-a pus și pe cîntat.
Eu ca omul așezat,
Nu pun mîna pe pian
Decît rar, din an în an,
Pe oboi sau clavecin:
Să nu supăr pe vecin -
Dar și-atuncea cu măsură
Și cu degetul la gură,
Cînt vreo polkă sau vreo horă,
Pîn' la anumită oră.
Nepoftitului din casă
Prea puțin de noi îi pasă.
Îl tot caut în zadar
Și nu dau de lăutar.
Dintr-un dring cu limba frîntă,
El s-a pus pe chef și cîntă,
Undeva, printr-un ungher,
La umbrelă, la cuier;
Îl aud de peste tot,
Și din podini și din pod
Și nu mă pricep cum face
Că-l aud și-atunci cînd tace.
De cinci ori am ațipit
Și de cinci ori m-a trezit
Oaspele afurisit.
Mă frămînt, ascult, aștept
Cu dușmanul să dau piept,
Dar el, molcom și huihai,
Dă din cobză și din nai;
Ori că zgîrie pe scripcă,
Ori că rîcîie o șipcă,
Cîteodată pare, parcă,
Pe sticlete că-l încearcă
Sau că-ncinge pe departe
Pila-n ciob de sticle sparte,
C-are multe și destule
Și gîtleje, dar și scule.

Și...atunci? Am luat în gură
Apă, și cu-o stropitură
L-am scos dintr-o crăpătură.
Nimerisem, subt perdea,
Într-un colț de dușumea,
Îl văzui, se scutura,
Și nu mai putea cînta.
Udă, leoarcă, răgușită,
Vocea-i moale e scîncită,
Și caricatura bearcă
A uitat să mai și meargă,
Mi se face, însă milă
de făptura lui umilă.
Suferințele mă dor.
Eram gata să-l omor.
Să-l omor că de ce cîntă?
Gîndul asta mă-nspăimîntă.
Știe, oare, oarecine,
Viața lui de unde vine?
Tot ce poate, orișiunde,
E să cînte ghersuri ciunte,
Și cîtu-i de mititel
Numai gura e de el.
Ca o trîmbiță - și nu zici
C-are-n gușe zece muzici?
Știe-atîtea. vai, săracul,
A cînta, - ca pitpalacul,
Și -are dreptul ticălos
Să nu cînte nici frumos.
Graiul lui e de-așa fel
Că-l pricep ai lui și el.
I-am prins trupul de un dram
Și  i-am dat drumul pe geam,
Și-auzindu-l iar, de jos,
I-am urat: -"" Mergi sănătos !"""
Tudor Arghezi,Haide,"Dacă ochilor tăi le-ar plăcea
Nevăzutul și neștiutul, ai putea
Veni la mine, parcă,
Și te-ai lăsa primejdiei din barcă.

Și nu te-ai mai gândi la nimic,
Nămolurile tainelor toate
Zac în mine răsturnate.
Luntrea târâtă de ele
Se lovește de nuferi și stele.

Într-o limbă barbară
Ți-aș spune povești dintr-o țară.
Vorbele, ca o țărână
Din șesurile ei ți le-aș presăra pe mână.
Și-n lacrimi se vor trezi
Apele țării dinspre miazăzi.

Ascultă : râurile-i trec prin mine.
Le auzi tu destul de bine ?
Ascultă : grăiește cucuruzul.
Pricepi creșterea lui cu auzul ?
Uite-n livadă stupii,
Uite-n vifore lupii,
Uite cerbii,
Uite firul ierbii.
Vezi
Herghelii, stoluri, turme, cirezi ?
Toate ale mele sunt și de mine țin.
Tot ce nu-i al meu și e strein.
Din perinile munților, la rîul lat,
Dumnezeu și-a așternut pat
Și s-a culcat."
Tudor Arghezi,Îmi pare rău,"Îmi pare rău că Dumnezeu pe toți,
Ne ia drept niște spărgători și hoți
Și niște haimanale,
Crezînd că tot umblăm după parale
Și după giuvaierele  Mariei - Sale.

Le leagă noduri, le chitește într-ascuns,
Că să ne mință, cu lumină el le-a uns
Și le arată doar pe dinafară,
Că înlăuntrul lor e noapte chioară,
În care ține totul să îngroape.
Îl supără să le vedem mai de aproape.

Că nici n-ajunge mînă la zăvoare
Și se zgîrcește și te doare.
Pe toate celea scrisă-i fără carte,
Pedapsa lui - "" Primejdie de moarte "",
Pe om, pe bobul mic și pe gîndac,
Pîn' la sămînța cît un vîrf de ac.
Nu mai vorbesc de cele mari detot;
Pînă la ele să ajung nu pot.

De cum atingi ceva, ori moare aia,
Ori tu, că peste tot văpaia
Lui umblă ca un fulger orb, și trece,
Și arde, și ucide, nevăzută, molcomă și rece.

Nu zic și eu sunt tot o haimana,
Dar drag îmi ești, Sfinția -Ta,
Și pot să mă -ncumet să jur
Că umblu, nu să fur,

Dar ispitit, să văd, și cuvios,
Cum drămuiești tu bezna de frumos,
De-ai pus-o pretutindeni cîte-un pic,
Nu zic că-i rău, nici bine vreau să zic,
Nici nu mă bag în meșteșugul tău.

Dar, vezi, că de părerea ta îmi pare rău."
Tudor Arghezi,În zări,"În zări
Cîntări,
Trezesc
Păduri,
Copaci
Șoptesc
Murmuri
Tu taci ...
Prin plop,
Potop
De dulci
Cîntări
În zări
Te culci
Pe crini
Suspini ..."
Tudor Arghezi,Incertitudine,"Îmi atârnă la fereastră
Iarba cerului, albastră,
Din care, pe mii de fire,
Curg luceferii-n neștire.

Sufletul, ca un burete,
Prinde lacrimile-ncete
Ale stelelor, pe rând,
Sticlind alb și tremurând.

Scama tristețelor mele
Se-ncurcă noaptea cu ele,
Genele lui Dumnezeu
Cad în călimarul meu.

Deschid cartea: cartea geme.
Caut vremea: nu e vreme.
Aș cânta: nu cânt și sunt
Parc-aș fi și nu mai sunt.

Gândul meu al cui gând este?
În ce gând, în ce poveste,
Îmi aduc aminte, poate,
Că făcui parte din toate?

Scriu aci, uituc, plecat,
Ascultând glasul ciudat
Al mlaștinii și livezii.
Și semnez: Tudor Arghezi."
Tudor Arghezi,Inscripție,"Gîndul meu mîhnit mă-ntreabă :
Încă nu te-ai dumirit
De-ntîrzii și-ai rătăcit
Din silabă în silabă ?

Ploile m-au tot bătut,
N-au sfîrșit, nici început."
Tudor Arghezi,Inscripție,"Nu-i nimic de pus în loc,
Ori îl ai, ori n-ai noroc,
Am trecut ades prin foc
Ca un vînt. Aveam noroc.
Nici talentul, arză-l focul
Nu te ține cît norocul.

O fi prost
Cum e și-a fost
În ce face, dobitoc,
Dar a-nvins. Avea noroc.

Du-te-n neguri și furtună
Ai noroc : ți-e vremea bună.
Și te-ntoarce sănătos.
Ai noroc. Ești norocos.

Din "" Caietul albastru """
Tudor Arghezi,Inscripție,"Dintre sutele de prieteni
Îngropați, tu nici te cletini.
Mîndru că urcai prea iute
Ai căzut pe nevăzute.

Nu te-ai grozăvit destul
Să îmbătrinești fudul ?
Să-i răspund ceva nu pot.
Poate totul, știe tot.

Din "" Caietul albastru """
Tudor Arghezi,Inscripție în pantoful logodnicei,"Nu știe sprinteneala suavei domnișoare
Că ridicându-i coapsa mai sus de locul ei,
Făptura o-așezase din veac peste femei,
Apropiindu-i pasul înalt de zburătoare.

Aristocratic, mersul s-a dezlipit de lut.
Dansează zveltă și cântă, ca papura ușoară.
Amestecată-n ritmul aspectelor și clară
Plăpânda siluetă tiparul l-a-ntrecut.

Ți-am scris de-o viață stihul de dragoste, întâiul,
Într-un pantof de nuntă, uitat între caiși,
Când ostenită-n vălul miresei adormiși,
Ca să-ți sărute talpa de-aproape și călcâiul."
Tudor Arghezi,Inscripție pe catapeteasmă,"Pe icoana-mpărătească,
Neagră ca un lemn de iască,
E o pată cît  răsura,
Unde îți ajunge gura.
Mii de mii de buze-n leat
Locul ei l-au sărutat"
Tudor Arghezi,Inscripție pe o ușă,"Când pleci, sa te-nsoțească piaza bună,
Ca un inel sticlind în dreapta ta,
Nu șovăi, nu te-ndoi, nu te-ntrista.
Purcede drept și biruie-n furtună.

Când vii, pășește slobod, râzi și cântă.
Necazul tău îl uită-ntreg pe prag.
Căci neamul trebuie să-ți fie drag
Și casa ta să-ți fie zilnic sfântă."
Tudor Arghezi,Între două nopți,"Mi-am împlântat lopata tăioasă în odaie.
Afară bătea vântul. Afară era ploaie.

Și mi-am săpat odaia departe sub pământ.
Afară bătea ploaia. Afară era vînt.

Am aruncat pământul din groapă, pe fereastră.
Pământul era negru: perdeaua lui, albastră.

S-a ridicat la geamuri pământul până sus.
Cât lumea-i era piscul, și-n pisc plângea Isus.

Săpând s-a rupt lopata. Cel ce-o știrbise, iată-l,
Cu moaștele-i de piatră, fusese însuș Tatăl.

Și m-am întors prin timpuri, pe unde-am scoborât,
Și în odaia goală din nou mi-a fost urât.

Și am voit atuncea să sui și-n pisc să fiu.
O stea era pe ceruri. În cer era târziu."
Tudor Arghezi,Inviere,"De când mi-ai pus capul pe genunchi, mi-e bine.
Nu știam că mă voi vindecă de mine, cu ține.
Vorbele, gândurile, impletirile crezusem că-mi ajung.
Nu știam. Mi-au zvâcnit umerii, mi-au crescut brațele: fusesem ciung.

Mi-am simțit coapsele, gleznele, spinarea, tari ca un luptător.
M-am vindecat și m-am născut, sarutandu-ți talpa unui picior.
Fusesem slăbănog, fusesem orb, rătăcit
Între uragane, miazănoapte și răsărit.

Mâna-ți atârna-n nisip și pietriș,
Linsă de valul curmeziș
Care vine-mblanzit să-ți pupe unghiile, inelele și-o brățară,
Zale rupte, firimituri de coifuri și de scuturi,
O poală de odajdii argintii și fluturi.

Pentru leacurile din maceșii șanului tău
Am înfruntat mânia lui Dumnezeu.

Vezi? Corabia din zare plutește lin, plecată pe sfert,
Plumbuita ca într-un nămol de cositor fiert.
Merge marea, merge cerul împovărat de stele.
Numai corabia și noi ne-am oprit între ele...."
Tudor Arghezi,Iubitei mele,"Printre copacii morți de vremi,
Pe stratul frunzelor căzute,
Peste cărările pierdute,
M-ai tot chemat și mă tot chemi.
Dar azi, cînd dorul mă usucă,
Sunt osîndit numai să plîng,
Nu pot la piept să te mai strîng ...
Fiind iubire-ai fost nălucă."
Tudor Arghezi,Jignire,"Neprețuind granitul, o, fecioară!
Din care-aș fi putut să ți-l cioplesc,
Am căutat în lutul românesc
Trupul tău zvelt și cu miros de ceară.

Am luat pământ sălbatic din pădure
Și-am frământat cu mână de olar,
În parte, fiecare mădular,
Al finței tale mici, de cremene ușure.

Zmălțându-ți ochii, luai tipar verbina,
Drept pleoape, foi adânci de trandafiri,
Pentru sprâncene firele subțiri
De iarbă crudă ce-nțepau lumina.

Luai pildă pentru trunchi de la urcioare
Și dacă-n sâni și șold a-ntârziat
Mâna-mi aprinsă, eu sânt vinovat
Că n-am oprit statuia-n cingătoare

Și c-am voit să simtă și să umble
Și să se-ndoie-n pipăitul meu,
De chinul dulce dat de Dumnezeu,
Care-a trecut prin mine și te umple.

Femeie scumpă și ispită moale!
Povară-acum, când, vie, te-am pierdut,
De ce te zămislii atunci din lut
Și nu-ți lăsai pământul pentru oale?"
Tudor Arghezi,Joc de chiciuri,"Cine s-a jucat aznoapte,
Că ne-a uns pomii cu lapte
Și-a vopsit cu tibișir
Coardele de trandafir ?

Ba se poate că o mînă
Le-a-nșirat c-un fir de lînă
Și-a tras crăci de corcoduși
Prin degete de mînuși.

Vinele dintre petunii
S-au făcut cît niște funii,
Sîrma gardului de plasă
E de zece ori mai groasă
Și-mpresoară curtea mea
Cu zăplaz de catifea.

Sforile de telegraf
Leagănă cîte-un cearceaf.
Pe o căpiță de mei
Șed opt mii de porumbei.
Căci întregul Duhul Sfînt
S-a pogorît pe pămînt.
Iepuri albi cu blana groasă
S-au strîns pîlcuri lîngă casă.

Țărîna, ca de hîrtie,
E-nvelită cu dimie.
Peste casă o broboadă
A căzut, ciucuri, grămadă.

Cerbii,-n turme și cirezi,
Prinși de coarne-s în livezi,
Și-ncepînd coasta s-o urce,
Se zmucesc să se descurce.

Ce folos ! Din ramuri, iacă,
Nu mai pot să se desfacă,

Și-n plopi sună clopote
Șubrede, de horbote."
Tudor Arghezi,Joc de creion,"Brotăcelul, la fîntînă,
L-ai avea la îndemînă,
Ca să-l prinzi ( pe brotăcel )
Să te joci nițel cu el.

Însă nici nu poți să-l vezi,
Verde dintre frunze verzi,
Căci cu ele seamănă
Ca o frunză geamănă.

A ! că-i mic și e frumos
Și n-ar prea umbla pe jos,
Că-și mînjește - și nu vrea -
Pielea lui de catifea.

Stă în pom pitit, pe cînd
Ție ți-a venit un gînd :
Printre mugurii crescuți,
Să-l mîngîi și să-l săruți.

Dar ai vrea să știi, acum,
Ce se fac, pe frig și-n drum,
Cînd se scutură copacii,
Brotacelul și brotacii.

Căci, pe viscol, fără foc,
Nici căciulă, nici cojoc,
Pot să degere, săracii,
Brotăcelul și brotacii.

N-avea grijă. Nu le pasă.
Și-au gătit la cald o casă,
În pământ, pe sub tulpini,
În adînc și-n rădăcini.
Și-acolo, pe vreme rea,
Dorm întinși pe-o canapea."
Tudor Arghezi,Judecata,"Domnul a chemat odată
Arborii la judecată,
Ca să vadă ce rod are
De cu vară fiecare,
că de cînd nu mai gustase
Roadele, se-nstrăinase.

-"" Îți e de-a mai mare dragul,
De frumos și -nalt ce-i fagul.
Uriașule ce ești,
Spune nouă ce dorești.""
Cît e de fălos și tare,
Fu jignit de întrebare
Și, uimit că-i cercetat,
S-a gîndit, s-a căutat...
Scoate dintr-o hîrtioară
Un crîmpei de cuișoară.
- "" Ce nimic la ce zăplan ! ...
O să mai aștepți un an.
Și de-o fi iar de pomană
Te voi face buruiană. ""

- "" Dar stejarul ? Să-și arate
Vîrfurile-ncununate,
Ține cerurile-n brațe,
Vrea de stele să se cațe
Lumea-ntreagă s-o cuprindă,
Rodul tău ? ""
- "" Un sfîrc de ghindă.""

- "" Mi se pare că gorunii
Sînt cam neamuri cu păunii...
Numai umbră-n codrii mei
Și nici ea nu dă din ei.
Umbra n-are rădăcină
Și-i țărînă de lumină.
Se muncesc de-o veșnicie
Și-au rodit o gămălie.""

- "" Unde-i bradul, că nu vine? ""
- "" Auzi și-i e rușine.""
Bradul iese înainte
Drept, în sfintele-i veșminte.
- "" Atît faci, sfinția-ta,
Mînătărci de mucava ? ""

- "" Plopii-astupă zorile
Și adună ciorile.
Nu știu salcîmii ce vor
A păzi cu ghimpii lor.
Salcea, păcatele mele,
face moțuri și nuiele.
Barem dudul face dude,
Ia, niște burice ude,
Dar dă schitului un pic
De miere și borangic. ""

Folosind atunci prilejul,
Iată-l că sosi și vrejul,
Nechemat cum a putut,
Și, tîrîș a străbătut
Spinii, pirul, praful moale,
Cu dovleci de opt ocale.

- "" Am adus niște urcioare,
Luați-mi-le din spinare.
De cînd mi le-am aninat
De grumaz, m-am deșelat.
Nu sînt Doamne, prea puține
Și, cum vezi, is toate pline.
Le-aduc, hăt ! din Sucevița
Și n-am rupt nici cobilița."""
Tudor Arghezi,Lacrima,"Lacrima e sfîntă, fată,
Îi-e sufletului dată,
Cînd graiul a încetat
Și tăcută, pustnicește,
Numai lacrima vorbește,
Cu oftatul mut și sfînt,
Despărțită de pămînt.

Dar cu seara împreună
Îți urează noapte bună.
Vii tu, lacrimă, din lună ?"
Tudor Arghezi,Litanie de logodnă,"În părul tău se-adună
Mirosul de gutuie, de nucă și alună.

Și știu un loc
Unde-a crescut, pesemne, busuioc.

Brațele albe când le dai pe spate
Se dezvelesc de fildeș din umere la coate.

Când mi te duc cuprinsă-ncet pe prund
Se zbate-n palmă șoldul tău rotund.

Miroase-a frunze de mușcată
La subsuara ta uscată.

Și uneori spinarea îți miroase
Amestecat: porumb și chiparoase.

Și ceafa are câte un
Gust de smirnă și tutun."
Tudor Arghezi,Logodna,"Vrei tu să fii pămîntul meu
Cu semănături, cu vii, cu heleșteu,
Cu păduri, cu izvoare, cu jivini ?

Vacile ne vor aduce ugerii plini
Și vor mugi la poarta noastră
De salcîmi cu floare albastră.

Nevăstuicile se vor juca în oglindă
Cu purceii și cu rațele, grămadă.

Puii de borangic
Vor număra meiul cu bobul mic
Și vor fugări țînțarii.

În față prispei vor tremura arțarii
Pestriți și va cîntă cocoșul.

Vom aduce florile cu coșul.
Din nuiele de răchită
Vom face împreună zestre împletită.

Și din lînă oilor,
Culcușul pisoilor.

Vrei tu să fii grădina mea,
De iarbă - mare și de catifea ?"
Tudor Arghezi,Lumina lină,"Cum te găseșți, ușoară zburătoare,
Zăcând aici, pe-o margine de drum,
Și nu dormind într-un polen de floare,
Învăluită-n aur și parfum?

Neascultând de vântul de la stup,
Te-ai aruncat în plasa verde-a zilei
Și darurile-acum, ale zambilei,
Puterile-amorțite ți le rup.

Voind să duci tezaurul de ceară,
Te prabusiși din drumul cel înalt.
Cine-o să vie, trupul tău de-afară
Să-l caute și-n jur să sufle cald?

Cu aripa-n țărână și în vis,
Strânge la piept comoară ta deplină.
Cât! te iubesc, frumoasă mea albină,
Că sarcina chemării te-a ucis!"
