autor,titlu,text
Ana Blandiana,Pasărea,"„Te așteptam, îmi spuse pasărea pornind.
Din cauza ta o să întârziu prima oară.
Am putea ruga soarele să se oprească puțin
Dar va trebui apoi să-i fim recunoscători.
Să ne grăbim mai bine, să ne grăbim.
Îți voi spune pe drum de ce te-am chemat
Și cine te-așteaptă acolo.""
Și zbura din ce în ce mai repede,
Și zburam în urma ei tot mai greu,
O vedeam vorbind
Dar nu izbuteam să-nțeleg ce spune,
Și nu izbuteam să-mi amintesc
De unde-o cunosc.
O dată numai, a întors capul
Și-atunci am auzit-o limpede:
„Dacă nu ți-aș spune toate acestea
Ai fi pierdută acolo...""
Apoi din nou doar pliscul ei monstruos mișcându-se,
Și sentimentul că n-ar trebui s-o urmez,
Și zborul meu greu, poate înspre distrugere.
Dar numai zburând
Puteam să m-apropiu s-aud
Și zburând m-asurzea
Vacarmul aripelor."
Ana Blandiana,Martorii,"Mai vinovați decât cei priviți
Sunt doar cei ce privesc,
Martorul care nu împiedică crima,
Atent s-o descrie,
Scuzându-se „Nu pot să fac
Două lucruri în același timp"",
Sau „Portretul victimei, îngeresc,
E mai important decât viața ei
Pământească.""
Vinovați nu pot să fie
Doar unul, doar doi sau doar trei,
Când armate de martori privesc
Și așteaptă să se sfârșească,
De bătrânețe să moară călăul,
Și victima, a doua oară, de uitare,
Să se sfârșească de la sine răul
Cum se sfârșește pur și simplu un tunel...
Stăm suspendați
De propria-ne-ntrebare
Ca de-o spânzurătoare
Un drapel.
,,În van, răspunde timpul, așteptați:
La judecata marilor coșmare
Și martorii sunt vinovați."""
Ana Blandiana,Ca și cum luna,"Ca și cum luna ar avea ceva de spus
În dragostea-ură care mă leagă de nea
Pornise să scrie pe omăt strălucitoare
Litere pe care
Tot ea le ștergea.
O amenințare poate
Sau poate un sfat,
Ceva important mi se transmitea,
Cuvintele străluceau și țipau
Pe câmpul pustiu
Ca păunii -
Trebuia să răspund,
Întunericul își ținea respirația,
Palidă, zăpada aștepta,
Cu toții credeau
Că eu știu
Limba moartă a lunii..."
Ana Blandiana,Greutatea omătului,"Arborii s-au frânt sub greutatea omătului.
Cine-ar fi crezut?
Păreau atât de fericiți,
Îmbrăcați în nori eleganți
Croiți pe măsură,
Încât nimeni nu s-a gândit
Să inventeze
Un aparat de cântărire a norilor!"
Ana Blandiana,Armura,"Trupul meu
Nu-i decât armura
Pe care un arhanghel
Și-a ales-o să treacă prin lume
Și, astfel travestit,
Cu aripile împachetate
Înlăuntru,
Cu viziera zâmbetului
Coborâtă etanș peste față,
Pătrunde în iureșul luptei,
Se lasă-acostat cu măscări,
Împroșcat cu priviri,
Și chiar mângâiat
Pe platoșa rece a pielii
Sub care repulsia clocește
Îngerul exterminator."
Ana Blandiana,Eleusis,"Totul se termină cu spicul de grâu
Arătat mulțimii pe treptele templului
Tăinuitor de orgii.
Oh, puteam să ne rostogolim
Pe lespezile reci lovite de trupurile
Încă vii, încă vii,
Încleștate de dorință și ură pe rând,
Iubind sau luptând,
Aceeași zbatere fără frâu
Care cere mai mult decât speră,
Când cine nu știe
Că totul se termină cu spicul de grâu..."
Ana Blandiana,Fără nume,"Destin rostit de-o ursitoare
Întârziată, jignită,
Urându-ne pentru
Darurile prea multe
Pe care ni le-au dat celelalte;
Constructor
Al infernului nostru particular
În care zilele și nopțile
Se anulează între ele la nesfârșit
Și nu obosesc,
Și nu se dau bătute,
Încât nici mănăstirea,
Nici ruina ei
Nu se pot încheia vreodată;
Arhitect de valuri
Înălțate mereu
Și mereu năruindu-se
Ca s-o poată lua de la capăt;
Meșter mare
Întrecându-i pe ceilalți
Nu prin știința,
Ci prin exasperarea de a zidi;
Zburător cu aripi de șindrilă
De două ori victimă
A operei sale;
Blestem
În zidul de litere-al căruia
E închis un popor."
Ana Blandiana,Leagăn,"Coboară verdele în galben
Ca într-un leagăn mai blând
În care îngeri se dezbracă și-și aruncă
Hainele mototolite pe pământ,
Pământul tot se-ascunde în odăjdii,
Sub care firul nopții dă colț
Și crește pur,
O, numai în octombrie poți să întâlnești
Îngeri goi râzând prin păduri.
Mânjiți de rouă pe obraz
Cu dinții negri de afine,
Cu spini și frunze agățate-n pene,
Ne fac cu mâna
Fără să te recunoască
Și fără să le fie
Nici frică, nici rușine.
Pe unde calcă,
Talpa strivește fruct
Și-nseamnă
Sămânța destinată nerodirii,
Ne pierdem printre ei -
Acestei lumi
Crepusculare
Noi îi suntem mirii.
O, mirii norocoși ce niciodată
Sortiți au fost să nu închege rod.
Se miră îngerii că nu port aripi
În felul lor stângaci, puțin nerod;
Copilăroși, încearcă să-și descheie
Însemnele puterii de pe omoplați.
Nereușind,
Se-apleacă supărați
Și-ncep s-arunce-n mine
Cu fructe și semințe..."
Ana Blandiana,Recoltă,"Cerul începe din creștetul spicelor,
De parcă fiecare din ele-ar purta
Pe cap un vas mare umplut cu cer fierbinte,
Și vântul, mișcându-le fruntea,
Vinul cerului l-ar clătina.
Cerul începe din creștetul spicelor,
Și atunci când sub secerătoare
Spicele se vor frânge cu duioșie, căzând,
Va părea doar că se-apleacă atente să pună
Vasul cu cer pe pământ."
Ana Blandiana,Corabia cu poeți,"Poeții cred că e o corabie
Și se îmbarcă.
Lăsați-mă să mă urc pe corabia cu poeți
Înaintând pe valurile timpului
Fără să-și clatine catargul
Și fără să aibă nevoie să se miște din loc
(Pentru că timpul se mișcă
În jurul ei tot mai repede).
Poeții așteaptă, și refuză să doarmă,
Refuză să moară,
Ca să nu piardă clipa din urmă
Când corabia se va desprinde de țărm -
Dar ce e nemurirea dacă nu
Chiar această corabie de piatră,
Așteptând cu încăpățânare ceva
Ce nu se va întâmpla niciodată?"
Ana Blandiana,Psalm,"Tu care ai învățat urșii să doarmă
O iarnă întreagă
De ce nu mă-nveți ce e somnul?
Nu ți-l cer de tot.
Tu știi,
Sunt prea modestă
Pentru moarte.
Dar cine, navigând
Pe ochii mei deschiși,
Nu ți-ar cerși
Un vânt de neființă?"
Ana Blandiana,Baladă,"Stăpână,
Stăpâne,
Până
Și cine
V-a cunoscut
Rămâne mut.
Dă vorbe din palmă
Păsărilor hrană,
Nu-și ține
Pentru sine
Nici o rugăciune,
Nici o sudalmă,
Singur rămâne
Și fără prihană
Ca nenăscut.
Litere-sâmburi,
Crânguri-silabe,
Cuvinte-anotimpuri
Ochiu-i încape,
Dar în zadar -
În lacrima lui
Numai albinele
Știu să se-adape,
Numai fluturii
Pot să se-ngroape."
Ana Blandiana,Ochiul meu,"Ochiul meu este
Un animal
Care a încetat de mult
Să fie omnivor.
La început
Se mulțumea cu puțin:
Câteva crengi, câteva frunze,
O floare, un fir.
Apoi a trecut la esențe
Și numai boabele, grăunțele, semințele
Îi mai stârneau interesul
Și pofta de sens.
Iar acum refuză pur și simplu
Să mai înghită ceva,
Își încleștează genele ca pe niște dinți
Înfricoșați de ei înșiși
Și nu mai acceptă nimic,
Strigând că are tot ce-i trebuie înăuntru.
Cantități enorme de merinde
Pe care le devoră cu lăcomie,
Dovadă lacrimile care picură din când în când
De sub pleoapele închise
Ca o salivă scăpând indecent și senil..."
Ana Blandiana,Moarte în lumină,"Tu știi
Câte aluviuni
Lasă în mine apa curgătoare a zilei
Și ce eroică beznă îmi trebuie
Să mă curăț de ele
Și cum,
Atunci când ochii mei abia au uitat
Forma străină a corpurilor
Și nici o rază
Nu le mai tulbură adânca vedere,
Urechile înspăimântate
Încep să distingă
Scurgerea timpului
Din nou înspre zi.
Împins,
Întunericul primește contururi,
Se face impur și se mișcă,
Înălțat din zăpadă
Câinele ascultă ceva,
Paznicul începe să-și închidă
Mantaua.
Ajutor, strig
Sperând
Că ar mai putea cineva
Să-l oprească.
Dacă
Nu s-ar mai face dimineață? -
Întreb sperând
Că mă mai poate ajuta cineva.
Dacă nimic nu s-ar mai clinti?
Dacă nu s-ar mai pune în mișcare
Imensa roată
Care mă trage pe zi?

Numai de tine atârnă asta, tată,
Numai de tine depinde
Ca-n leagănul cald
În care singur m-ai născut
Să-mi vii alături.
Brațele mele tu mi le-ai făcut
Și-n întuneric te găsesc pe tine,
Și răsuflarea mea,
Din răsuflarea ta înmugurită,
Lângă clavicula-ți subțire
Numai noaptea o simți,
Și doar din beznă ochii tăi mă văd,
Și mi-e atât de bine,
Și ți-e atât de bine.
Iubitul meu, Doamne, tatăl și fratele meu,
Nu prăvăli deasupra mea lumina
Ca să dispari în albul ei prăpăd.
Nu-ți fie teamă de mine!

Dacă nu s-ar mai face dimineață,
Dacă alunecosul pisc al nopții
Nu mi-ar fugi mereu de sub picioare,
Cine ar îndrăzni să înjosească
Noptoasele mele izbânzi,
Singurătatea fără țărm în care
Te simt din când în când cum vii
Și-apoi te zbați să te desprinzi?
E păcat, Doamne, că te-nchid în mine
Ca-ntr-o capcană, ca să te mângâi?

Împotriva ta
Cine-ar îndrăzni să-mi vină-n ajutor?
Soarele numai pe tine te-ascultă
Și-odată cu soarele
Cresc în jurul meu
Pădurile de ochi
Mângâioși, umili și uzi.
Ajutor, ajutor,
Numai tu le poți porunci să adoarmă,
Numai tu,
Fratele meu întru negăsire,
Tu,
Întru căutare mire,
Tu,
Cel ce-ți astupi cu aripa urechile
Să nu mă auzi.

Nicicând n-am fost mai muritoare
O, spinii tăi îmi intră-n umăr dulci,
Ești prea aproape
Ca să simt durerea
Când capul lin pe pieptul meu îl culci.
Se face noapte peste calendare,
Te leagăn, tată,
În leagănul meu
Și-mi vine să surâd
Când îmi aduc aminte
Că fiul meu cuminte-i Dumnezeu.
Dar noaptea-l crește și mi-l face frate
Și uită că mi-e frate în curând,
Lângă clavicula-i subțire
Gura mea sfântă respirând
O clipă numai indecisă.
Și apoi
Devii din nou părinte.
Ce spaimă dinainte
De-a fi și eu pe lume
Te face să chemi zorii peste noi?
Când m-ai născut
Te-ai bucurat.
Ce nostalgie a puterii tale
De dinainte de-a iubi
Te face
Să răsucești lumina-n amândoi?

În jurul meu pădurile de ochi,
Locul câinelui desenat pe zăpadă,
Paznicul dormind în soare undeva.
Din ce în ce mai muritoare,
Ce păcat - murmur și nu înțeleg
Dacă păcatul îl plâng
Sau speram doar să vină.
Aștept curată noaptea următoare
Și următoarea moarte în lumină."
Ana Blandiana,Hotarul,"Caut începutul răului
Cum căutam în copilărie marginile ploii.
Alergam din toate puterile să găsesc
Locul în care
Să mă așez pe pământ să contemplu
De-o parte ploaia, de-o parte neploaia.
Dar întotdeauna ploaia-nceta înainte
De a-i descoperi hotarele
Și reîncepea înainte
De-a ști până unde-i seninul.
Degeaba-am crescut.
Din toate puterile
Alerg și acum să găsesc locul unde
Să mă așez pe pământ să contemplu
Linia care desparte răul de bine.
Dar întotdeauna răul încetează-nainte
De a-i descoperi hotarul
Și reîncepe-nainte
De-a ști până unde e binele.
Eu caut începutul răului
Pe acest pământ
Înnorat și-nsorit
Rând pe rând."
Ana Blandiana,Joc,"Uite, ploaia coase
Cerul de pământ
Cu fir de mătase
Răsucit de vânt.
Uite, iarba țese
Pământul de nori.
M-am gândit adese-
Ori, adeseori:
De la voi se vede
Iarba ca o ploaie
Care curge verde
Peste cer și-l moaie,
Iar ploaia o fi
Pe-a norilor cale
O iarbă mai gri
Sub tălpile tale.
Hai să facem schimb,
Să vezi și tu cum e -
Tu îmi dai un nimb,
Eu îți dau un nume;
Iar dacă ne-ntreabă
Care-or fi din două -
Ploaia-n nori e iarbă,
Iarba-n ceruri plouă;
De ne ispitește
Care-i adevărul -
Ploaia-n nouri crește,
Iarba spală cerul."
Ana Blandiana,Să lăsăm să cadă cuvintele,"Să lăsăm să cadă cuvintele
Numai ca fructele, numai ca frunzele,
Numai cele în care moartea s-a copt.
Să le lăsăm să cadă
Aproape putrede,
Abia îmbrăcând în carnea lor
Osul sfânt.
Sâmburul gol desfăcut,
Ca din veștezi nori luna,
Poate s-ar furișa spre pământ..."
Ana Blandiana,În pocnetul surd,"În pocnetul surd al prunelor vinete
Pe pământul umed, afund,
Voluptuos și cu nerușinare
Viața și moartea se întrepătrund.
Durere-plăcere egal vinovate
Că putrezirea e dulce și împlinirea sfârșit -
În pocnetul surd al prunelor vinete
Viața și moartea violent se desfid
Triumfătoare deodată, înlănțuite etern
În luptă și dragoste, crude și pline de
Același cântec fără scăpare
În pocnetul surd al prunelor vinete."
Ana Blandiana,Trecere,"Totul se schimbă,
S-a schimbat
Sau se va schimba,
Stâncilor le cresc rădăcini
Și dau muguri,
Apoi încep să se miște încet
După credința cuiva,
Țăranii altoiesc abonamente de tren
Pe coame uscate de pluguri.
Aha!
Plante cu gheare și aripi încearcă
Să-și salveze semințele învățate să treacă
Dintr-o lege într-alta,
Zbor
Lung de nori prin pământ,
Clorofilă cu puls,
Pești pe ramuri cântând
Și suspansul mașinii cu pâine
La un capăt de-ogor;
Intertimp,
Regn de trecere,
Eternitate
La fel de străină
De trecut și viitor..."
Ana Blandiana,O jumătate de lună,"O jumătate de lună
Cade stângace prin cer -
Fă-mă să uit,
Înger stingher,
Fă-mă să uit,
Sau fă-mă s-adorm
În singurătatea
Crescută diform.
Iar dacă visez,
Înger înțelept,
Să nu mai țin minte
Când mă deștept.
Fă-mă să uit,
Sau fă-mă să scriu
Cu țipăt continuu,
Înger pustiu.
Ochiul meu rece
Acoperă-l, îngere,
Cu o pleoapă
În stare să sângere
Peste prealimpede-
Le înțeles
Minte-mă blând
Și du-mă-n eres,
Dă-mi jumătatea
De lună-n neștire,
Dar fă-mă să uit,
Înger subțire.
Sfâșie-mi al
Neuitării delir,
De singurătate-mi
Să nu mă mai mir."
Ana Blandiana,Trup amar,"Miros de trup abandonat de suflet
Sub soarele nerușinat,
Miros de trup pe care
Carnea crește,
În care sângele bolborosește
Și într-un fel de harnică furtună
Celulă cu celulă se-mpreună...
Nu te-apropia, nu mă atinge,
Amar mi-e trupul și otrăvitor,
Cu soarele prelins la subsuori,
Cu fluturi beți de mine răscoliți
Din larve sfărâmate de dorinți
Pe care nu pot să le-ncapă. Fugi!
De brațele profanatoarei cruci
În care, fericită, mă urăsc,
Nu-mi respira miasma-mbătătoare.
Când sufletul mă părăsește-n soare
Ca să te prind și să te răstignesc."
Ana Blandiana,Din apă ieșeau trupuri albe de plopi,"Din apă ieșeau trupuri albe de plopi
Cu forme somnoroase și suave,
Adolescenți frumoși sau doar femei,
Dulce confuzie, pletele jilave
Nu îndrăzneau dorința s-o ascundă,
Apa era fără sfârșit, rotundă,
Luna turna pe luciul ei
Ulei.
Pășeam desculți și limpezi,
Îmi simțeam
Degetele adormite-n mâna ta,
Era atâta dragoste pe ape
Că nu ne puteam scufunda,
Era atâta liniște că timpul
Nu îndrăznea să spună vreo secundă,
Cerul nu rostea nici un nor,
Apa nu-ngăima nici o undă,
Doar tălpile goale
Călcând în lumină de lună
Scoteau un sunet ușor."
Ana Blandiana,Definiție,"Casă împletită din ramuri de salcie
Și cioplită apoi ca Adam din pământ,
Casă acoperită c-o orgă de papură
Gata să curgă în cânt;
Casă spălată de rouă și ștearsă de soare,
Casă-nvelită, ca un zeu mic, într-un nor
Și care asemenea mării se trage spre lună
Din noaptea cu greieri și cu pridvor;
Casă apărată de pomi și de vițe cu struguri
Și vegheată de albine, de licurici, de lăstuni,
Pe care se cațără vitejește dovlecii
Și se-ncaieră crengi încărcate de pruni;
Casă zidită din litere pe stâlpi de silabe,
Sprijinită-n cuvinte, suspendată de stele,
Liniștea pune foi albe în juru-ți
Cerul și-așterne cerneala pe ele."
Ana Blandiana,Hohotul,"În fiecare hohot
Un zeu se dezvăluie
Umflându-și faldurile
Hainei lui largi prin văzduh.
Sunt atâtea feluri de zei
Pe pământ
Încât nu vom prididi niciodată
Să plângem sau să râdem destul
Pentru a-i scoate din ascunzători.
De râs sau de plâns,
Nici nu contează:
Important este hohotul."
Ana Blandiana,Schimb,"Ca două mari oglinzi
În care crezi că vezi
Și numai tot pe tine
Te regăsești răsfrânt,
Unul pe lângă altul
Alunecăm, dând totul
Și reprimind mereu
Ce-am dat și până când."
Ana Blandiana,Și în oglindă,"Și în oglindă sunt valuri,
Și apa ei se supune
Fluxului zilelor bune
Suindu-și iluzia-ntre maluri
De criză, de plâns, de-ntrebări,
Ca să descrească din nou
Cu undele silnicei mări
Zbătute-ntr-o coajă de ou
Din care se nasc și o sparg
Mutându-se-n alt ou mai mare,
Purtând clătinat un catarg
Frânt de oglinzi mișcătoare
Sub secera grea a-ntrebării
Tăiate stângaci dintr-un nimb:
În valul de sare al mării
Se clatină valul de timp."
Ana Blandiana,Țara părinților,"Părul îmi ajungea până la pământ
Și treizeci de ani
Mi se părea o răsplată atât de îndepărtată
Încât nu credeam cu putință
Să o ating vreodată,
Plină de cruzime lunecam
Dinspre țara părinților
Spre o lume încă neinventată.
Lumea nu s-a inventat nici acum,
Părul nu mai mi-e atât de lung,
Treizeci de ani e numai merinde pe drum,
Dar în țara părinților ce n-aș da să ajung!
Dar în țara părinților
Se ajunge întotdeauna târziu,
Numai când totu-i pustiu,
Și doar în lumina de lună
Se mai strâng împreună,
Sub tăiații castani,
Umbre de tați condamnați
Și mame de treizeci de ani
Pieptănând
Fete cu plete
Până-n pământ."
Ana Blandiana,Bruma,"Atât de curând voi uita să vorbesc
Că se botează și secundele
Până atunci
Cu nume-atât de lungi
Că nu pot fi rostite-ntr-o secundă...
Bruma pe frunze mari ascultă
Ce liniște va fi-n curând,
Când nu se va mai ghici
Nici cine aude,
Nici cine-ar putea rosti un cuvânt.
Bruma pe frunzele mari."
Ana Blandiana,După felul în care alunecă luna,"Simt că te-apropii întotdeauna
După zăpăceala mestecenilor
Care-ncep să se-agite
Și să foșnească-n neștire,
După felul nesigur
În care alunecă luna,
Tu ești atât de înalt și de subțire
Și ți-e atât de frig.
C-o mână peste ochi
Și tremurând desferici
Păduri fără frunze,
Sate fără biserici...
Întoarce-te,
Întoarce-te mai repede,
Spune zilelor să te lepede,
Apelor să te lunece,
Stelelor să te-ntunece.
Închide ochii, florile
Pe care le privești se sting,
Păsările pe care le privești apun,
Apele se fac mai mici.
Nu e vina ta că nu ești de aici.
Închide ochii,
Nu e vina ta, limpedele meu mire,
Tu ești atât de înalt și de subțire..."
Ana Blandiana,Măsură,"Maibinele și mairăul
Nu există.
Ele sunt doar fantasme,
Visuri fără măsură
Ale binelui și ale răului,
Promisiuni
Menite să amâne clipa
Înspăimântătoare
În care am putea descoperi
Că nici binele, nici răul
Nu există,
Ci sunt numai fantasme,
Visuri fără măsură
Ale unor și mai neînsemnate,
Și mai ambigue
Adverbe."
Ana Blandiana,Restul pe masă,"Am o deprindere monstruoasă aproape -
Nu-mi place să fiu datoare nimănui.
Doctorului care mă vindecă îi trimit flori,
Pentru sănătate garoafe
Și suntem chit.
Ospătarului îi las restul pe masă,
Celui care îmi face-un cadou
Îi fac unul mai mare,
Celui care-mi surâde-i surâd,
Celui care-mi rânjește-i surâd.
Închei toate socotelile în felul acesta,
Rămânând deasupra,
Tăind toate punțile
Și câteodată
Mă cuprinde-o dorință nebună
Să fiu recunoscătoare cuiva,
Să mă târăsc în genunchi mulțumind,
Să strig: „Nu sunt vrednică
Nici dându-mi viața să înapoiez bunătate atâta!""
Dar în urma mea totu-i plătit."
Ana Blandiana,Elegie,"Bandajează-mi rănile naive,
Doamnă frumoasă și bună,
Rănile prin care credința mi s-a scurs,
Clipă cu clipă, o lună.
Frunze ușoare ce nu mai urăsc
Și n-or mai iubi niciodată
Așază-mi-le compresă pe frunte,
Galbenă doamnă iertată.
Leagă-mi urechile cu foșnet de aripi
Să uit mecanicul vuiet de zbor
Și pentru a nu mai căuta să-nțeleg
Acoperă-mi ochii ușor.
Și lasă ploaia să curgă pe trupul
Prin care uimirea a trecut ca un plug,
Îngăduie limbilor roșii-ale ierbii
Să mă suie pe rug.
Îndură-te-apoi și cheamă ninsoarea
Să cadă nebună, să cadă,
Labele păsărilor să-mi pună, pioase,
Cruci pe zăpadă."
Ana Blandiana,Dacă,"Dacă aș fi fost făcută
Să mă plimb printre frunze de mentă
Pe margini subțiri de pâraie
Curgând peste ierburi
Cu mirosuri străvechi;
Dacă nu mi-ar fi fost
Zidit între tâmple
Clopotul a cărui bătaie
Sparge pereții de os și inventă
Spaime legate-ntre ele prin rime perechi;
Dacă nu mi s-ar da mereu
Și mereu aceeași dovadă dementă
Că stelele curg și munții se-nmoaie
Sub marea poruncă
Rostogolită amenințător în urechi..."
Ana Blandiana,Darul,"Tragic mi-e darul, asemeni pedepselor vechi.
Ce strămoș mi-a greșit ca să-i port - lauri - vina?
Tot ce ating se preface-n cuvinte
Ca-n legenda regelui Midas.
Aproape mi-l simt pe regele mort de blestemul
Ca mâna lui să prefacă în aur orice,
Să moară flămând pentru că pâinea uscată în aur
Nu mai putea s-o mănânce, nici apa s-o roadă.
Cerul nu pot să-l privesc - se înnorează de vorbe,
Merele cum să le mușc împachetate-n culori?
Dragostea chiar, de-o ating, se modelează în fraze,
Vai mie, vai celei pedepsite cu laude.
Vai mie, vai, arborii nu scutură frunze,
Numai cuvinte cad toamna bătrâne și galbene,
Munții înalți îi iubesc, dar se clatină munții
Sub povara împerecheatelor sunete.
Aș vrea să adun vorbele toate-ntr-un loc,
Să le aprind, să dezbrac lumea de ele,
Dar s-ar scoroji trupul lumii asemeni
Frumosului prinț cu piele de porc din poveste.
Odată cu ele ar arde și lumea lipită
Pe partea interioară-a cuvintelor ca într-un album...
Nu știu eu oare desparte sau nici nu se poate desparte
Lumea de lumea cuvintelor mele de-acum?"
Ana Blandiana,Printre frunzele aproape reci,"Când printre frunzele aproape reci
Te duc de mână și-ți fac semn să taci
Să nu trezești în cuiburi puii infirmi
Părăsiți de stolurile pornite spre sud,
Când pădurea se face luminoasă
Și se poate vedea
Cu o sfâșietoare claritate
Cerul de la marginea copacilor,
Când fiarele dezvelite
De zborul frunzișului
Foșnesc și își schimbă culoarea,
Suntem legați unul de altul
Și necunoscuți
Cum numai un ochi
Este legat de celălalt ochi,
Cum un ochi îi este necunoscut
Celuilalt.
Jumătatea de lume pe care o văd
Se chircește sub scutul pleoapei..."
Ana Blandiana,De ce nu m-aș întoarce printre pomi?,"De ce nu m-aș întoarce printre pomi,
Printre arborii chirciți de vântul fierbinte,
Printre stolurile de frunze
Care țipă ca păsările,
Printre frunzele aproape nebune,
Amestecate în hoardele pescărușilor
Și pornite la pradă,
De ce nu m-aș întoarce
Pe plaja răscolită de vânt
Printre icre uscate și putrede alge
Unde mă pot rostogoli plângând -
Frunzelor, păsărilor, peștilor,
Predându-mă hohotitoare,
Sub soarele aspru,
Prin zăpada sărată,
Unde mă vezi și mă lași,
O, mare,
Trupul meu poate să-și nască urmașii
Sufletul meu niciodată."
Ana Blandiana,Ora,"Oasele mele de-argint
În jurul cărora
Se torc lungi orbite de sori
Luminând disperării,
Simt că se-apropie ora
Anunțată de atâtea ori.
Totul e pregătit,
Înșiră-ți, stăpâne,
Generațiile mute de sclavi
Sub catarg!
Valurile mării se trag
Ca niște gingii bătrâne
De pe dinții bolnavi."
Ana Blandiana,Arhitectură-n mișcare,"Cine și ce ar putea să oprească vreodată
Această arhitectură-n mișcare
Mereu renăscând și murind,
Această mănăstire ce vine spre mine
Se-apropie, se umflă, și crește, și iată,
Cu bolți și cupole de spumă
Ca niște scufe coroane-atârnând,
Se-aruncă în aer, se-mprăștie lent, se prăvale,
Se destramă-ntr-un nor de meduze, și alge, și crabi,
Și se scurge-n pământ?
Cine-ar putea să încremenească odată
Mișcarea aceasta prea vie pentru a nu mai muri
Și pentru a nu mai renaște prea muritoare,
Cine-ar putea să strige valurilor „Stați!""
Și apelor să nu mai fie mare,
Și-acestei mănăstiri mereu surpată
În sine însăși ca într-un ecou
Să îi clocească stâlpii-osificați
În aerul făcut în juru-i ou?"
Ana Blandiana,Pe cer,"Treceau clipe mari zdrențuite pe cer,
Mișcând pe zăpadă umbre-abia colorate,
Le priveam cum răsar, cum vâslesc și cum pier
În lumina din care izvorâseră toate.
Vinovate de-a fi doar atât se-oglindeau
Înmuțindu-și himera în omătul complice,
Ca și cum s-ar scuza că-s prea gingașe sau
Ca și cum, uluite, ar cerca să explice
Veșniciei fiorul împăcat și intens
Al făpturii lor lungi, de nor auster.
Căci, scăpate istoriei și curate de sens,
Treceau clipe mari zdrențuite pe cer."
Ana Blandiana,Mă-ntorc în toamnă,"Mă-ntorc în toamnă cum mă-ntorc acasă
Din țări mai libere și mai bogate -
Știu iarna care vine, știu bruma care cade
Și ceața nesfârșită, ne-nțeleasă.
Dar eu visez amiaza-mbrățișată
De frigul dimineții și al serii,
Ora de miere, galbena zăpadă
Pe care-o ning din crengi învinse merii,
Eu plâng de bucurie în lumina
Nestinsă încă de uriașe nopți
Și-n strugurii zdrobiți în teasc din vina
De-a fi prea buni, prea dulci, prea copți.
Eu vin spre frig, deși de frig mi-e groază,
Spre fructul putred care se consumă
În alcoolul limpede-n amiază
Și tulburat în asfințit de brumă.
Mi-e frică de întuneric și totuși vin, și vin
Din nesfârșite veri strălucitoare,
Unde tânjesc spre fericitul chin
Al boabei ce apune-n vin și moare.
Orgoliu fraged, dragoste copilăroasă,
Fatală, somnoroasă demnitate -
Mă-ntorc în toamnă cum mă-ntorc acasă
Din țări mai libere și mai bogate."
Ana Blandiana,Am fost învățată,"Am fost învățată că oceanul e foarte mare
Dar nu și ce-nseamnă foarte mare,
Mi s-a spus că deasupra noastră
Sunt stelele,
Dar nu și ce-nseamnă sunt,
Atenția cu care ochii orbi ai păsărilor
Ne privesc
O vom înțelege vreodată?
Vor ști vreodată greierii
De ce-i ascultăm fermecați
Când nu înțelegem ce spun?"
Ana Blandiana,Sub insultă,"Nu știu nici cine, nici cum
Ridică pe valuri de ură
Gunoaiele strânse în drum
Pe care curentul le fură,
Le face-mpărați de o clipă
Spumei murdare din vârf,
Apoi le răstoarnă în pripă,
Redându-le marelui stârv
Al timpului. Taci și ascultă
Minciuna vuind în statui.
Îngenuncheați sub insultă,
De ce, până când și a cui..."
Ana Blandiana,Condiție,"Sunt
asemenea
nisipului clepsidrei
care
poate fi timp
numai
în
cădere"
Ana Blandiana,Acoperită de rouă,"Acoperită de rouă,
Țară a frunzelor fragede,
Câte milenii încă
Nu vei obosi să te naști?
Leagăn de nenorocire
Atât de frumos încât nimeni
Nu are timp să renunțe
La verdele tău cimitir,
Țărână bogată în sare
Depusă din lacrimi pe care
Albii de râuri le duc
Și le umplu cu pești,
Și plânsul îți e roditor,
Mamă fără odihnă
Și negândită, crescând
Mieii în oi spre jertfire,
Din morți extrăgând ierburi vii
Și din suferință iubire.
Pace și liniște ție,
Dăruitoare nebună,
Sub cerul de sânge uitat
Și vânăt de frig, noapte bună."
Ana Blandiana,Bănuiala,"Este liberă floarea
Căreia i s-a stabilit cu precizie
Data când se va deschide
Și data când se va ofili,
Mireasma pe care
Trebuie s-o răspândească
Și culoarea pe care trebuie s-o aprindă?
Ea spune că da.
Și petalele spun da, fiecare în parte,
Și staminele, și firișoarele de polen,
Și frunzele, și turnul subțire și fraged
Al gâtului. Da.
Dar ce este atunci libertatea? întreb
Stânjenită puțin de bănuiala răspunsului.
Ce întrebare! se miră
Îngerul clipind din petale."
Ana Blandiana,Umbra,"Cine merge înainte
Și nu întoarce capul
S-a părăsit pe sine în urmă;
Cine aleargă
De spaimă o face
Să nu fie ajuns
De el însuși;
Cine nu-și spune țelul
Se teme
Să nu se găsească
Pe sine acolo,
Ca și cum umbra
N-ar fi chiar balta de întuneric
Scurs prin venele noastre deschise
Din dorința de-a înainta..."
